ASpace_ID,Names,Authority_ID,Source
2763,"Monkhouse, W. Cosmo (William Cosmo)",,library of congress name authority file
2764,"Pennell, Joseph",,library of congress name authority file
2765,"Sambourne, Linley",,library of congress name authority file
2766,"Sharp , William",,library of congress name authority file
2767,"Sickert, Walter",,library of congress name authority file
2768,"Skelton, John, Sir",,library of congress name authority file
2769,"Stephens, Frederic George",,library of congress name authority file
2770,"Stevenson, Robert Alan Mowbray",,library of congress name authority file
2771,"Stone, Marcus",,library of congress name authority file
2772,"Stott, Edward",,library of congress name authority file
2773,"Stott, William, of Oldham",,library of congress name authority file
2774,"Watts, George Frederick",,library of congress name authority file
2775,"White, Gleeson",,library of congress name authority file
2776,"Smith, Matthew",,library of congress name authority file
2777,"Torres-García, Joaquín",,library of congress name authority file
2778,"Arzadun, Carmelo de",,library of congress name authority file
2779,"Doesburg, Theo van",,library of congress name authority file
2780,"Ozenfant, Amédée",,library of congress name authority file
2781,"Salvat-Papasseit, Joan",,library of congress name authority file
2782,"Tschichold, Edith",,
2783,"Cyliax, Maria",,local
2784,"Cyliax, Walter",,local
2785,"Hahn, Willibald",,
2786,"Hottenroth, Franz",,
2787,"Reiner, Imre",,library of congress name authority file
2788,"Strzemiński, Władysław",,library of congress name authority file
2789,"Vordemberge-Gildewart, Friedrich",,library of congress name authority file
2790,"Swart, Piet",,
2791,"Tucker, Marcia",,library of congress name authority file
2792,"Allen, Terry",,library of congress name authority file
2793,"Africano, Nicholas",,library of congress name authority file
2794,"Allen, Jo Harvey",,library of congress name authority file
2796,"Luce, Henry, III",,library of congress name authority file
2797,"Morton, Ree",,library of congress name authority file
2798,"Tucker, Michael",,local
2799,"Tworkov, Jack",,library of congress name authority file
2800,"Brown, Earle",,library of congress name authority file
2802,"Wolff, Christian",,library of congress name authority file
2803,"Barbey, M. F.",,library of congress name authority file
2804,"Dongen, Kees van",,library of congress name authority file
2805,"Duval-Gozlan, Léon",,local
2806,"Girieud, Pierre",,library of congress name authority file
2807,"Kupka, František",,library of congress name authority file
2808,"Montezin, Pierre Eugene",,
2809,"Peské, Jean",,library of congress name authority file
2810,"Renefer, Jean Constant Raymond",,library of congress name authority file
2811,"Villon, Jacques",,library of congress name authority file
2812,"Lévy-Dhurmer, Lucien",,library of congress name authority file
2813,"Valançay, Robert",,
2814,"Hugnet, Georges",,library of congress name authority file
2815,"Oppenheim, Meret",,library of congress name authority file
2816,"Parisot, Henri",,library of congress name authority file
2818,"Leon, Emilio de",,
2820,"Bisschop, Jan de",,library of congress name authority file
2821,"Bol, Ferdinand",,local
2822,"Buytewech, Willem Pietersz",,library of congress name authority file
2823,"Faille, J.-B de la (Jacob-Baart)",,library of congress name authority file
2824,"Koch, Pyke",,library of congress name authority file
2825,"Mander, Carel van",,library of congress name authority file
2826,"Post, Frans Jansz",,library of congress name authority file
2827,"Reni, Guido",,library of congress name authority file
2828,"Willink, Carel",,library of congress name authority file
2829,"Hellinga, Wytze Gs.",,library of congress name authority file
2830,"Hofstede de Groot, C. (Cornelis)",,library of congress name authority file
2831,"Laman Trip-de Beaufort, Henriette",,library of congress name authority file
2832,"Roskill, Mark W. (Mark Wentworth)",,library of congress name authority file
2833,"Schmidt-Degener, F. (Frederik)",,library of congress name authority file
2834,"Waal, H. van de (Henri)",,library of congress name authority file
2835,"VanderPoel, Halsted B.",,library of congress name authority file
2836,"Della Corte, Matteo",,library of congress name authority file
2837,"Fiorelli, Giuseppe",,library of congress name authority file
2838,"Hase, Friedrich-Wilhelm von",,library of congress name authority file
2839,"Helbig, Wolfgang",,library of congress name authority file
2840,"Johnston-Lavis, Henry James",,local
2841,"Maiuri, Amedeo",,library of congress name authority file
2842,"Mazois, François",,library of congress name authority file
2843,"Murray, Margaret Alice",,library of congress name authority file
2844,"Pais, Ettore",,library of congress name authority file
2845,"Petrie, W. M. Flinders (William Matthew Flinders), Sir",,library of congress name authority file
2846,"Scifoni, Guido",,local
2847,"Soprano, Pietro",,local
2848,"Warsher, Tatiana",,library of congress name authority file
2849,"Winckelmann, Johann Joachim",,library of congress name authority file
2850,"Aldanov, Mark Aleksandrovich",,library of congress name authority file
2851,"Barré, Louis",,library of congress name authority file
2852,"Berberova, Nina Nikolaevna",,library of congress name authority file
2853,"Della Valle, Guido",,library of congress name authority file
2854,"Falkener, Edward",,library of congress name authority file
2855,"García y García, Laurentino",,library of congress name authority file
2856,"House, John",,local
2857,"Kelsey, Francis W.",,library of congress name authority file
2858,"Korsak, V.",,library of congress name authority file
2859,"La Porta, Armando",,local
2860,"Labruzzi, Carlo",,library of congress name authority file
2861,"Mau, August",,library of congress name authority file
2862,"Minto, Antonio",,library of congress name authority file
2863,"Niccolini, Fausto",,library of congress name authority file
2864,"Niccolini, Felice",,library of congress name authority file
2865,"Nowotny, Eduard",,library of congress name authority file
2866,"Onorato, Giovanni Oscar",,local
2867,"Piranesi, Giovanni Battista",,library of congress name authority file
2868,"Rossini, Luigi",,library of congress name authority file
2869,"Rostovtzeff, Michael Ivanovitch",,library of congress name authority file
2870,"Roux, Henri",,library of congress name authority file
2872,"Spinazzola, Vittorio",,library of congress name authority file
2873,"Ternite, Wilhelm",,library of congress name authority file
2874,"Van Buren, A.W.",,local
2875,"Vander Poel, Halsted B.",,local
2876,"Waele, Jos de",,library of congress name authority file
2877,"Warscher, Tatiana",,local
2878,"Zahn, Wilhelm",,library of congress name authority file
2879,"Vasquez, Carl Graf",,
2880,"Klösz, György",,library of congress name authority file
2881,"Kramer, Oscar",,library of congress name authority file
2882,"Pecci Blunt, Anna Laetitia",,library of congress name authority file
2883,"Béthune, Max",,
2884,"Callery, J.- M. (Joseph-Marie)",,library of congress name authority file
2885,"Curmer, L. (Henri Léon)",,library of congress name authority file
2886,"Golovin, Ivan",,library of congress name authority file
2887,"Hetzel, Pierre-Jules",,library of congress name authority file
2888,"Lamartine, Alphonse de",,library of congress name authority file
2889,"Masson, Victor",,
2890,"Philipon, Charles",,library of congress name authority file
2891,"Vizetelly, Henry",,library of congress name authority file
2892,"Français, Louis",,library of congress name authority file
2893,Pagnerre,,library of congress name authority file
2894,"Plon, Henri ",,library of congress name authority file
2895,"Vizetelly, James Thomas",,library of congress name authority file
2896,"Yvan, Melchior",,library of congress name authority file
2897,"Clot, André",,library of congress name authority file
2898,"Frizeau, Gabriel",,library of congress name authority file
2899,"Fénéon, Félix",,library of congress name authority file
2900,"Floury, Henri",,library of congress name authority file
2901,"Ibels, Henri-Gabriel",,library of congress name authority file
2902,"Kleinmann, Edouard",,library of congress name authority file
2903,"Laforgue, Jules",,library of congress name authority file
2904,"Marty, Andre",,
2905,"Mellerio, André",,library of congress name authority file
2906,"Monfreid, Daniel de",,library of congress name authority file
2907,"Natanson, Alexandre",,
2908,"Steinlen, Théophile Alexandre",,library of congress name authority file
2909,"Vollard, Ambroise",,library of congress name authority file
2910,"Vuillard, Edouard",,library of congress name authority file
2911,"Lux, Joseph Aug. (Joseph August)",,library of congress name authority file
2912,"Moser, Koloman",,library of congress name authority file
2913,"Muthesius, Hermann",,library of congress name authority file
2914,"Olbrich, Joseph Maria",,library of congress name authority file
2915,"Waterhouse, Ellis Kirkham",,library of congress name authority file
2916,"Eastlake, Charles Lock",,library of congress name authority file
2917,"Gainsborough, Thomas",,library of congress name authority file
2918,"Garrick, David",,library of congress name authority file
2919,"Kraft, Pamela",,local
2920,"Ricke, Rolfe",,
2921,"Silverman, Gilbert",,
2948,"Wijdeveld, H. Th.",,library of congress name authority file
2949,"Plasschaert, Albert August",,library of congress name authority file
2950,"Schotman, Johann W. (Johann Wilhelm)",,library of congress name authority file
2951,"Vogel, Albert",,library of congress name authority file
2955,"Zwart, Piet",,library of congress name authority file
2956,"Alison, William Pulteney",,library of congress name authority file
2957,"Davy, Humphry, Sir",,library of congress name authority file
2958,"Davy, Jane, Lady",,
2959,"De Grey, Thomas Philip De Grey, Earl",,library of congress name authority file
2960,"Ellis, Henry, Sir",,library of congress name authority file
2961,"Gillies, R. P. (Robert Pearse)",,library of congress name authority file
2962,"Gregory, William Henry, Sir",,library of congress name authority file
2963,"MacColl, D. S. (Dugald Sutherland)",,library of congress name authority file
2964,"Meyrick, Samuel Rush, Sir",,library of congress name authority file
2965,"Minton, Herbert",,
2966,"Rothenstein, John",,library of congress name authority file
2967,"Wilson, Robert Thomas, Sir",,library of congress name authority file
2969,"Matta-Clark, Gordon",,library of congress name authority file
2970,"Indiana, Robert ",,library of congress name authority file
2971,"Appel, Karel",,library of congress name authority file
2972,"Castelli, Leo",,library of congress name authority file
2976,"Bettagno, Alessandro",,library of congress name authority file
2977,"Briganti, Giuliano",,library of congress name authority file
2978,"Honour, Hugh",,library of congress name authority file
2979,"Montagu, Jennifer",,library of congress name authority file
2981,"Rosenblum, Robert",,library of congress name authority file
2982,"Middeldorf, Ulrich Alexander",,library of congress name authority file
2986,"Getty, Gordon",,library of congress name authority file
2995,"Getty, J. Ronald",,
3000,"True, Marion",,library of congress name authority file
3002,"Fusco, Peter",,library of congress name authority file
3003,"Naef, Weston",,local
3005,"Waller, Bret",,library of congress name authority file
3008,"Hymans, Herbert",,local
3009,"Bloomfield, Julia",,local
3010,"Fey, John T.",,library of congress name authority file
3012,"Berg, Harold",,library of congress name authority file
3014,"Zeri, Federico",,library of congress name authority file
3018,"Kraus, Hans Peter",,library of congress name authority file
3019,"Kraus, Hanni",,library of congress name authority file
3020,"Ludwig, Peter ",,library of congress name authority file
3021,"Ludwig, Irene",,library of congress name authority file
3022,"Zeitlin, Jake",,library of congress name authority file
3025,"La Scola, Cathy",,local
3026,"Temianka, Henri",,library of congress name authority file
3027,"Ashin, Deborah",,library of congress name authority file
3034,"Rubens, Peter Paul",,library of congress name authority file
3035,"Besser, Howard",,library of congress name authority file
3036,"Yamashita, Robert",,local
3037,"Trant, Jennifer",,library of congress name authority file
3038,"Sandore, Beth",,library of congress name authority file
3039,"Vogler, Eileen",,local
3041,"Bakewell, Elizabeth",,library of congress name authority file
3042,"Beeman, William O.",,library of congress name authority file
3043,"Schmitt, Marilyn",,local
3045,"Wilde, Deborah N.",,
3046,"Dobbs, Stephen M.",,library of congress name authority file
3047,"Anderle, Don",,
3069,"Beck, Julian",,library of congress name authority file
3074,"Eisner, Elliot W.",,local
3075,"Feldman, Edmund Burke",,library of congress name authority file
3076,"Marantz, Kenneth A.",,library of congress name authority file
3077,"Wilson, Brent",,library of congress name authority file
3078,"Wright, Frank Lloyd",,library of congress name authority file
3079,"Murphy, Jill",,
3080,"Dexel, Walter",,library of congress name authority file
3081,"Schawinsky, Xanti",,library of congress name authority file
3082,"Patchen, Jeffrey",,local
3083,"Pankratz, David",,local
3084,Orlan,,library of congress name authority file
3085,"Dillin, Judy",,
3086,"Slavkin, Mark",,local
3089,"Beckmann, Max",,library of congress name authority file
3090,"Bonnard, Pierre",,library of congress name authority file
3091,"Borst, Hugo",,library of congress name authority file
3092,"Bünemann, Hermann",,
3093,"Chillida, Eduardo",,library of congress name authority file
3094,"Dalì , Salvador",,library of congress name authority file
3095,Franklin,,
3096,"Grieshaber, Helmut A. P.",,library of congress name authority file
3097,"Hajek, Otto Herbert",,library of congress name authority file
3098,"Heckel, Erich",,library of congress name authority file
3099,"Hofer, Carl",,library of congress name authority file
3100,Hundertwasser,,library of congress name authority file
3101,"Janssen, Horst",,library of congress name authority file
3102,"Jawlensky, Alexej von",,library of congress name authority file
3103,"Kirchner, Ernst Ludwig",,library of congress name authority file
3104,"Kokoschka, Oskar ",,library of congress name authority file
3105,"Kubin, Alfred",,library of congress name authority file
3106,"Macke, August",,library of congress name authority file
3107,"Modigliani, Amedeo",,library of congress name authority file
3108,"Mueller, Otto",,library of congress name authority file
3109,"Müller-Wulckow, Walter",,library of congress name authority file
3110,"Nolde, Emil",,library of congress name authority file
3111,"Pechstein, Max",,library of congress name authority file
3112,"Rohlfs, Christian",,library of congress name authority file
3113,"Schmidt-Rottluff, Karl",,library of congress name authority file
3114,"Strauss, Ottmar ",,
3116,"Weber, Andreas Paul",,library of congress name authority file
3117,"Reutti, Kurt",,
3118,"Baschant, Rudolf",,
3119,"Häberer, Paul",,
3120,"Helm, Dörte",,library of congress name authority file
3121,"Hirschfeld-Mack, Ludwig",,library of congress name authority file
3122,"Molnár, Farkas",,
3123,"Schmidt, Kurt",,library of congress name authority file
3124,"Teltschner, Georg",,
3125,"Hartwig, Josef",,
3126,"Åkerström, Åke",,library of congress name authority file
3127,"Hedenborg, Johannes",,library of congress name authority file
3128,"Kjellberg, Lennart",,library of congress name authority file
3129,"Persson, Axel W. (Axel Waldemar)",,library of congress name authority file
3130,"Ehrlich, Franz",,library of congress name authority file
3131,"Winter, Fritz",,library of congress name authority file
3132,"Quinquela Martín, Benito",,library of congress name authority file
3133,"Wood, Robert W. (Robert William)",,library of congress name authority file
3134,"Eyck, Jan van",,
3135,"Thyssen-Bornemisza, Heinrich, Baron",,library of congress name authority file
3136,"Hutzel, Max",,
3152,"Satié, Alain",,library of congress name authority file
3153,"Petronio, Arthur",,local
3154,"Floquet, Pierre Louis",,local
3155,"Hellens, Franz",,local
3156,"Le Fauconnier, Henri",,library of congress name authority file
3157,"Benedit, Luis, 1937-",,library of congress name authority file
3158,"Boshier, Derek",,
3159,"Kitaj, R. B.",,library of congress name authority file
3160,"Morris, Desmond",,library of congress name authority file
3161,"Paik, Nam June",,library of congress name authority file
3162,"Reichardt, Tony",,local
3163,"Corris, Michael",,library of congress name authority file
3164,"Atkinson, Terry",,library of congress name authority file
3165,"Burn, Ian",,library of congress name authority file
3166,"Ramsden, Mel",,library of congress name authority file
3167,"Dunn, Phillip",,local
3168,"Brau, Jean Louis",,library of congress name authority file
3169,"Bartsch, Adam von",,library of congress name authority file
3170,"Arndt, Paul",,library of congress name authority file
3171,"Venet, Bernar",,library of congress name authority file
3172,"Menard, Andrew",,local
3173,"Felbermeyer, Johannes",,local
3175,"Gaehtgens, Thomas W.",,library of congress name authority file
3176,"Levine, Gwen",,
3177,"Abrahamson, Eric John",,library of congress name authority file
3179,"Feinblatt, Ebria",,library of congress name authority file
3181,"Acconci, Vito",,library of congress name authority file
3182,"Flack, Audrey",,library of congress name authority file
3183,"Mayer, Rosemary",,library of congress name authority file
3185,"Parsons, Betty",,library of congress name authority file
3186,"Sleigh, Sylvia",,library of congress name authority file
3188,"Chéreau, Jean-Baptiste",,library of congress name authority file
3189,"Soutine, Chaïm ",,ulan
3190,"Rousseau, Henri",,library of congress name authority file
3191,"Schiavi, Elena",,library of congress name authority file
3192,"Camargo , Iberê",,library of congress name authority file
3193,"Léger, Fernand",,library of congress name authority file
3194,"Canuti, Domenico Maria",,library of congress name authority file
3195,"Colonna, Angelo Michele",,library of congress name authority file
3196,"Curti, Girolamo",,library of congress name authority file
3197,"Mitelli, Agostino",,library of congress name authority file
3198,"Wit, Wim de",,library of congress name authority file
3200,"Antin, Eleanor",,library of congress name authority file
3202,"Duncan, Robert",,library of congress name authority file
3204,"Bower, James M.",,library of congress name authority file
3205,"Stieber, Nancy",,library of congress name authority file
3206,"Castelnuovo, Enrico",,library of congress name authority file
3207,"Clark, T. J. ((Timothy J.))",,library of congress name authority file
3208,"Connors, Joseph",,library of congress name authority file
3209,"Bergdoll, Barry",,library of congress name authority file
3210,"Cousins, Judith",,library of congress name authority file
3211,"Fletcher, Jennifer",,library of congress name authority file
3212,"Holt, Rick K.",,local
3213,"Jouffre, Valérie Noëlle",,library of congress name authority file
3214,"Klotz, Heinrich",,library of congress name authority file
3215,"Koreny, Fritz",,library of congress name authority file
3216,"Krauss, Rosalind E.",,library of congress name authority file
3217,"Murray, Stephen",,library of congress name authority file
3218,"Perrot, Françoise",,library of congress name authority file
3219,"Preziosi, Donald",,library of congress name authority file
3220,"Toker, Franklin",,library of congress name authority file
3221,"Troy, Nancy J.",,library of congress name authority file
3223,"Baum, Jan",,
3224,"Burden, Chris",,library of congress name authority file
3225,"Feldman, Bella",,library of congress name authority file
3226,"Glass, Sylvia",,library of congress name authority file
3227,"Jacobi, Kathryn",,
3228,"Montes, Roberto Gil de",,library of congress name authority file
3229,"Morphesis, Jim",,library of congress name authority file
3231,"Saar, Alison",,library of congress name authority file
3232,"Saar, Betye",,library of congress name authority file
3233,"Saar, Lezley",,library of congress name authority file
3234,"Waterston, Darren",,library of congress name authority file
3235,"Yamaguchi, Takako",,library of congress name authority file
3236,"Stoerchle, Wolfgang",,
3237,"Sackett, Mary Reinsch",,
3240,"Edwards, Gary",,library of congress name authority file
3241,"Athanasiou, Konstantinos",,library of congress name authority file
3244,"Borri, Bartolomeo",,library of congress name authority file
3245,"Bridges, George Wilson",,library of congress name authority file
3247,"Christostomides, Grigorios K.",,
3248,"Crupi, Giovanni",,local
3249,"Des Granges, F.",,library of congress name authority file
3250,"Dimitriou, Konstantinos",,library of congress name authority file
3253,"James, William E.",,
3254,"Joly de Lotbinière , Pierre Gustave",,library of congress name authority file
3255,"Konstantinou, Dimitris",,library of congress name authority file
3256,"Lampué, Pierre",,library of congress name authority file
3257,"Leventis, A. I.",,
3258,"Linde, E.",,
3259,"Margaritēs, Philippos",,library of congress name authority file
3260,"Mōraitēs, Petros",,library of congress name authority file
3261,"Normand, Alfred Nicolas",,library of congress name authority file
3262,"Piot, Eugène",,library of congress name authority file
3263,"Prokopios, I.",,
3264,"Rubellin, Alphonse",,
3265,"Singley, B. L. (Benjamin Lloyd)",,library of congress name authority file
3266,"Sotiropoulos, P.",,
3267,"Stillfried, , Raimund, Baron von, ",,library of congress name authority file
3268,"Stillman, William James",,library of congress name authority file
3269,"Vahis, Xenofontos",,
3270,"Vauvray, H.",,
3271,"Walther, Jean",,
3272,"Wheelhouse, Claudius Galen",,library of congress name authority file
3273,Kastania Brothers,,ingest
3274,"Langenheim, Loyd & Co",,ingest
3277,"Baca, Murtha",,library of congress name authority file
3278,"Silverman, Iris",,
3292,"Brittin, Charles",,local
3293,"Lentz, Daniel",,library of congress name authority file
3294,"Wegman, William",,library of congress name authority file
3295,"Winer, Helene",,library of congress name authority file
3296,"Teske, Edmund",,library of congress name authority file
3297,"Tafel, Edgar",,library of congress name authority file
3301,"Sigismondi, Roberto",,
3302,"Burnham, Linda Frye",,library of congress name authority file
3303,"Abramovic, Marina",,library of congress name authority file
3304,"Apple, Jacki",,library of congress name authority file
3305,"Gómez-Peña, Guillermo",,library of congress name authority file
3306,"Henes, Donna",,library of congress name authority file
3307,"Rosenthal, Rachel",,library of congress name authority file
3308,"Small, Franklin M.",,local
3309,"Bernheimer, Eugene",,local
3310,"Bernheimer, Adolph L.",,local
3311,"Nelson, Rolf",,
3312,"Nesbitt, Lowell",,library of congress name authority file
3313,Jess,,library of congress name authority file
3314,"Jensen, Alfred",,library of congress name authority file
3316,"Cousins, Norman",,library of congress name authority file
3317,"Harris, Harwell Hamilton",,library of congress name authority file
3318,"Lovell, Philip",,
3319,"Neutra, Raymond, J.",,
3320,"Stockwell, Dean",,library of congress name authority file
3321,"Barraza, Alberto",,
3322,"Castillo, Rafael",,library of congress name authority file
3323,Correa,,
3324,"Ugarte, Luis S.",,
3325,"Darrah, William Culp",,library of congress name authority file
3326,"De la Rue, Warren",,library of congress name authority file
3327,"England, William",,library of congress name authority file
3328,"Fenton, Roger",,library of congress name authority file
3329,"Green, C.E.",,
3330,Grillet,,
3332,"Hautecoeur, J.",,
3333,"Macpherson, Robert",,library of congress name authority file
3334,"Notman, William",,library of congress name authority file
3335,"Richebourg, A.",,
3336,"Sedgfield, William Russell",,library of congress name authority file
3337,"Williams, T. R.",,
3338,"Zangaki, P.",,
3339,"Cady, Michael",,
3340,"Ricci, Amato",,local
3341,"Behme, Friedrich",,
3342,"Babbitt, Platt D.",,library of congress name authority file
3343,"Breese, Charles",,
3344,Breveté,,
3345,"Langenheim, Frederick",,library of congress name authority file
3346,"Disderi, Andre-Adolphe-Eugene",,library of congress name authority file
3347,"Jägermayer, G.",,
3348,"Klein, Auguste",,
3349,"Lebert, L.",,
3350,Levitsky,,library of congress name authority file
3351,"Numa, Georges",,library of congress name authority file
3352,"Peraire, Augustin",,
3353,"Pierson, Pierre-Louis",,library of congress name authority file
3354,"Sarrault, A.",,
3355,"Aubert, François",,
3356,"Fisher, Robert B.",,
3357,"Béchard, Henri",,library of congress name authority file
3358,Bettinger,,
3359,"Walter, Henri",,library of congress name authority file
3360,"Champin, Jean-Jacques",,library of congress name authority file
3361,"Chandelier, Jules-Michel",,
3362,Aubrun,,
3363,"Lemercier, Alfred",,library of congress name authority file
3364,"Prod'hom, Jean",,
3365,"Carette, P.",,
3366,"Kahlo, Guillermo",,library of congress name authority file
3367,"Scott, Homer",,library of congress name authority file
3368,"Someliani, A.",,
3369,"Rusfeldt, Emil",,
3370,"Alexander, Bob",,local
3371,"Saunders, William, fl.",,
3372,"Ranoux, Henri",,
3373,"Bertrand, Louis",,library of congress name authority file
3374,"Panunzi, Benito",,
3375,"Moulin, Félix Jacques",,
3376,"Neutra, Dion",,library of congress name authority file
3377,"Alexander, Robert",,
3378,"Fischer, Benno",,
3379,"Blanton, John",,
3380,"Davidson, Greta",,
3381,"Eisner, Simon",,
3382,"Fybel, Regula Niedermann",,
3383,"Marsh, Fordyce",,
3384,"Koschin, Agnes",,
3385,"Neutra, Frida",,
3386,"Serulnic, Dorothy",,
3389,"Arnoux, Hippolyte",,library of congress name authority file
3390,"Zangaki, Constantin",,
3391,"Bingham, Robert J.",,
3392,"Ohff, Heinz",,library of congress name authority file
3393,"Gsell, Emile",,library of congress name authority file
3394,"Busch, Joseph A.",,
3395,"Logan, John",,
3396,"Harris, Marty",,
3397,"Cephas, Kassian",,library of congress name authority file
3398,"Kinsbergen, Isidore van",,library of congress name authority file
3399,"Coraboeuf, Jean Alexandre",,
3400,"Grolleron, Paul Louis Narcisse",,
3401,"Schmitz, Anselm",,library of congress name authority file
3403,"Pilter, J. G.",,
3404,"Frank, Edward",,local
3405,"Frank, Ron",,local
3406,"Killingsworth, Edward",,local
3408,"Anderson, James",,library of congress name authority file
3409,"Naya, Carlo",,library of congress name authority file
3410,"Löwy, J. (Joseph)",,library of congress name authority file
3411,"Schaller, L.",,
3412,"Wells, F.R.",,
3413,"Eder, Caspar",,
3415,"Schmidt, Ferdinand",,library of congress name authority file
3416,"Hemmerdinger, William",,
3417,"Alguacil, Casiano",,library of congress name authority file
3418,"Almela, Ramón",,
3419,"Altobelli, Gioacchino",,
3420,"Bardi, Luigi",,library of congress name authority file
3421,"Bisson, Auguste-Rosalie",,library of congress name authority file
3422,"Bödeker, Franz Heinrich",,
3424,"Bruno, Giuseppe",,
3425,"Brusa, G.B.",,
3426,"Christmann, S.P.",,
3427,"Cuccioni, Tommaso",,library of congress name authority file
3428,"Dovizielli, Pietro",,
3429,"Fiorani, F.",,
3430,Franck,,library of congress name authority file
3431,Garzón,,
3432,"Incorpora, Giuseppe",,
3433,"Lühr, Eduard",,
3434,"Mang, Michele",,
3435,"Marion, Auguste",,library of congress name authority file
3436,"Molina, T.",,
3437,"Molins, P.",,
3439,"Ninci, Giuseppe",,
3440,"Philpot, J.B. (John Brampton)",,library of congress name authority file
3441,"Rocchini, Francisco",,
3442,Torres,,
3443,"Tunny, James G. (James Good)",,library of congress name authority file
3444,"Unterveger, Giovanni Battista",,
3445,"Laurent y Minier, Jean",,library of congress name authority file
3446,"Buchanan, Nancy",,library of congress name authority file
3447,"Dakin, Susanna",,library of congress name authority file
3448,"Edelson, Mary Beth",,library of congress name authority file
3449,Gronk,,library of congress name authority file
3450,"Jones, Kim",,library of congress name authority file
3451,"McCarthy, Paul",,library of congress name authority file
3452,"Nitsch, Hermann",,library of congress name authority file
3453,"Peppe, Michael",,library of congress name authority file
3454,"Lacy, Suzanne",,library of congress name authority file
3455,"Seemayer, Stephen",,library of congress name authority file
3456,"Smith, Barbara Turner",,library of congress name authority file
3457,"Cahoon, Herbert",,library of congress name authority file
3458,"Duncan, Harry",,library of congress name authority file
3459,"Eberhart, Richard",,library of congress name authority file
3460,"Everson, William",,library of congress name authority file
3461,"Gallup, Donald Clifford",,library of congress name authority file
3462,"Graham, Ethel",,
3463,"Howes, Barbara",,library of congress name authority file
3464,"Simic, Charles",,library of congress name authority file
3465,"Sitwell, Edith, Dame",,library of congress name authority file
3466,"Sitwell, Osbert",,library of congress name authority file
3467,"Spender, Stephen",,library of congress name authority file
3468,"Stein, Gertrude",,library of congress name authority file
3469,"Steloff, Frances",,library of congress name authority file
3470,"Werner, Arno",,library of congress name authority file
3471,"McClure, Michael",,library of congress name authority file
3472,"Di Prima, Diane",,library of congress name authority file
3473,"Fee, James",,library of congress name authority file
3475,"Polidori, Robert",,library of congress name authority file
3476,"Whitney, Barbara",,
3477,"Kanemitsu, Matsumi",,library of congress name authority file
3478,"Everts, Connor",,library of congress name authority file
3479,"Falkenstein, Claire",,library of congress name authority file
3480,"Benjamin, Karl",,library of congress name authority file
3481,"Kerzie, Ted",,
3483,"Koch, Guntram",,library of congress name authority file
3484,"Salz, Sam",,
3485,"Cauvin, Gaston",,library of congress name authority file
3486,"Gernsheim, Rudolf",,
3487,"MacLaren, Neil",,library of congress name authority file
3488,"Michaëlis, Sophus",,library of congress name authority file
3489,"Foucart, Jacques",,library of congress name authority file
3492,"Bini, Barbara",,local
3493,"Giuliano, Antonio",,library of congress name authority file
3494,"Aran, Berge",,library of congress name authority file
3495,"Frantz, Alison",,library of congress name authority file
3496,"Bell, Gertrude Lowthian",,library of congress name authority file
3497,"Gordon, Eugene",,local
3498,"MacDonald, William L. (William Lloyd)",,library of congress name authority file
3499,"Pickhardt, Helmuth",,
3501,"Packer, James E.",,library of congress name authority file
3502,"Serafis, Emile",,local
3503,"Ross, John",,local
3504,"Richardson, Emeline Hill",,library of congress name authority file
3505,"Tassie, James",,library of congress name authority file
3506,"Amelung, Walther",,library of congress name authority file
3507,"Lippold, Georg",,library of congress name authority file
3508,"Clark, Andrew J.",,library of congress name authority file
3509,"Ferrari, Gloria",,library of congress name authority file
3510,"Phillips, Kyle Meredith",,library of congress name authority file
3511,"Trendall, A.D. (Arthur Dale)",,library of congress name authority file
3512,Amasis,,library of congress name authority file
3513,"Beazley, J.D. (John Davidson)",,library of congress name authority file
3519,"Simpson, Frank",,
3520,"Scharf, Alfred",,library of congress name authority file
3522,"Borsook, Eve",,library of congress name authority file
3523,"Bruzelius, Caroline Astrid",,library of congress name authority file
3524,"Gerson, Paula Lieber",,library of congress name authority file
3525,"Horste, Kathryn",,library of congress name authority file
3526,"Malone, Carolyn Marino",,library of congress name authority file
3527,"Valdez del Alamo, Elizabeth",,library of congress name authority file
3528,"Austin, James",,local
3530,"Altoon, John",,library of congress name authority file
3538,"Munitz, Barry",,ingest
3539,"Gitlin, Michael",,
3540,"Löwenstein, Christian",,library of congress name authority file
3541,"Mathieu, Georges",,library of congress name authority file
3542,"Pichler, Walter",,library of congress name authority file
3543,"Piene, Otto",,library of congress name authority file
3544,"Soto, Jesús Rafael",,library of congress name authority file
3545,"Mack, Heinz",,library of congress name authority file
3546,"Uecker, Günther",,library of congress name authority file
3547,"Klein, Yves",,library of congress name authority file
3548,Arman,,library of congress name authority file
3549,"Richter, Gerhard",,library of congress name authority file
3550,"Tinguely, Jean",,library of congress name authority file
3551,"Becher, Bernd",,library of congress name authority file
3552,"Brandenburg, Paul",,
3553,"Jansen, Bernd",,library of congress name authority file
3554,"Klophaus, Ute",,library of congress name authority file
3555,"Ruthenbeck, Reiner",,library of congress name authority file
3556,"Tischer, Manfred",,
3557,"Vogel, Walter",,library of congress name authority file
3558,"Wilp, Charles",,library of congress name authority file
3559,"Schmela, Alfred",,library of congress name authority file
3560,"Apollonio, Umbro",,library of congress name authority file
3561,"Bode, Arnold",,library of congress name authority file
3562,"Pellegrini, Aldo",,library of congress name authority file
