ASpace_ID,Names,Authority_ID,Source
773,J. Paul Getty Museum. Associate Director for Administration and Public Affairs,,
934,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",,lcnaf
11,"Warren Aerial Photography, Inc",,local
1286,a,,
221,"Getty Center  (Los Angeles, Calif.)",,library of congress name authority file
289,Dinwiddie Construction Company,,
475,Richard Meier & Associates,,library of congress name authority file
1,Institutional Records and Archives,,local
2,Special Collections,,local
3,Getty Conservation Institute,,local
1090,"Antiquities Dept., J. Paul Getty Museum",,local
1287,A. Quincy Jones &amp; Associates -- Archives,,naf
1288,Adrian Wilson and Associates -- Archives,,naf
1289,Albert C. Martin and Associates -- Archives,,naf
1290,Altoon + Porter Architects -- Archives,,naf
1291,Architectural Manoeuvres (Firm) -- Archives,,local
1292,"Arnet, Mosher &amp; Grant (Firm) -- Archives",,local
1293,Arthur Erickson Associates -- Archives,,lcnaf
1294,"Biggar, Frapwell, Ghezzi &amp; Cartnal (Firm) -- Archives",,local
1295,Bing Thom Architects -- Archives,,lcnaf
1296,"Black, Pegiluso, Kikuchi and O'Dowd (Firm) -- Archives",,local
1297,Bluerock Partnership (Firm) -- Archives,,local
1298,Carl A. Worthington and Associates -- Archives,,local
1299,Century Housing (Firm) -- Archives,,local
1300,Daniel Mann Johnson &amp; Mendenhall -- Archives,,lcnaf
1301,De Rosa (Firm) -- Archives,,local
1302,"Delawie, Macy &amp; Henderson (Firm) -- Archives",,local
1303,"Dropping, Kelly and La Marche (Firm) -- Archives",,local
1304,Eastdil Secured (Firm) -- Archives,,local
1305,Eddy and Paynter (Firm) -- Archives,,local
1306,Gin Wong Associates -- Archives,,local
1307,Hall Hurley Deutsch (Firm) -- Archives,,local
1308,Henry Woo Architects -- Archives,,local
1309,"Hummel, Hummel, Jones and Shawver (Firm) -- Archives",,local
1310,John Cotton Architects (Firm) -- Archives,,local
1311,Kajima Associates -- Archives,,lcnaf
1312,"Kruger, Bensen, Ziemer (Firm) -- Archives",,lcnaf
1313,Ladd &amp; Kelsey -- Archives,,local
1314,Landau Partnership (Firm) -- Archives,,local
1315,Langdon and Wilson (Firm) -- Archives,,local
1316,Lenvik &amp; Minor Architects -- Archives,,local
1317,Lipkin Warner Design and Planning (Firm) -- Archives,,local
1318,Luckman Partnership (Firm) -- Archives,,local
1319,Maxwell Starkman AIA &amp; Associates -- Archives,,lcnaf
1320,Peterson Associates (Firm) -- Archives,,local
1321,POD Landscape Architects -- Archives,,local
1322,Robert Frankeberger and Associates -- Archives,,local
1323,Ruhnau Ruhnau Clarke (Firm) -- Archives,,local
1324,Schmandt and Lenvik (Firm) -- Archives,,local
1325,Siodmak &amp; Wild (Firm) -- Archives,,local
1326,Skidmore Owings &amp; Merrill -- Archives,,lcnaf
1327,Steven and Zellmar (Firm) -- Archives,,local
1328,Studio B (Firm) -- Archives,,local
1329,Stuhr and Hicks (Firm) -- Archives,,local
1330,Thomas and Booziotis (Firm) -- Archives,,local
1331,Thompson Architectural Group -- Archives,,local
1332,Welton Beckett &amp; Associates -- Archives,,local
1333,"Whitney Biggar, Architect (Firm) -- Archives",,local
1334,William L. Pereira and Associates -- Archives,,naf
1335,WWCOT (Firm) -- Archives,,local
1283,stella2. 324483BYA. O795MB953 (EFU672V : A980FCF) (Q832HI831),http://www.example2.com,nad
448,J. Paul Getty Museum. Department of Antiquities,,library of congress name authority file
450,J. Paul Getty Museum. Department of Paintings,,local
644,Minnehoma Oil and Gas Company,,local
473,Ada Oil Corporation,,
645,San Joaquin Oil Company,,local
646,Getty Oil Company,,local
647,Oklahoma Oil Corporation,,local
468,"George F. Getty, Incorporated",,local
1336,18th Street Arts Complex,no94024907,naf
1337,"Ray and Maria Stata Center for Computer, Information, and Intelligence Sciences (Cambridge, Mass.)",n2004001967,naf
1338,Frank O. Gehry and Associates,n91123619,naf
678,Gallery 669,,library of congress name authority file
679,Mizuno Gallery,,library of congress name authority file
1275,Mother Art,,ulan
1339,"Woman's Building (Los Angeles, Calif.)",,naf
504,Richard Meier & Partners,,library of congress name authority file
798,New York Times Company,,library of congress name authority file
799,Wall Street Journal (Firm),,library of congress name authority file
801,Herzog & de Meuron,,library of congress name authority file
802,Johnson & Burgee,,library of congress name authority file
803,"Skidmore, Owings & Merrill",,library of congress name authority file
922,"New York University (New York, N.Y.)",,library of congress name authority file
925,October,,library of congress name authority file
763,M. Knoedler & Co.,,library of congress name authority file
538,J. Paul Getty Museum. Exhibitions Department,,local
13,"Machado and Silvetti Associates, Inc",,library of congress name authority file
290,Langdon and Wilson Architects,,
507,"Getty Villa  (Malibu, Calif.)",,library of congress name authority file
5,Getty Conservation Institute,,library of congress name authority file
6,Getty Center for the History of Art and the Humanities,,library of congress name authority file
7,J. Paul Getty Trust,,library of congress name authority file
8,Getty Information Institute,,library of congress name authority file
10,Getty Research Institute,,library of congress name authority file
14,Getty Foundation,,library of congress name authority file
15,Getty Education Institute for the Arts,,library of congress name authority file
479,Getty Center for Education in the Arts,,library of congress name authority file
480,Getty Art History Information Program,,library of congress name authority file
566,Getty Research Institute for the History of Art and the Humanities,,library of congress name authority file
572,Getty Foundation. Getty Leadership Institute,,
826,J. Paul Getty Museum. Department of Public Information and Visitor Services,,ingest
827,J. Paul Getty Trust. Communications Department,,ingest
828,J. Paul Getty Trust. Public Affairs Department,,ingest
20,Getty Research Institute. Department of Research and Education,,local
542,Getty Center for the History of Art and the Humanities. Seminars and Scholars Program,,local
543,Getty Research Institute. Scholars and Seminars Program,,local
544,Getty Center for the History of Art and the Humanities. Scholars and Conferences Department,,local
737,Getty Research Institute. Scholars Program,,local
617,Aéro Mre. Indochine,,library of congress name authority file
705,"Housing Authority of the City of Los Angeles, California",,library of congress name authority file
407,Detroit Institute of Arts,,library of congress name authority file
411,Toledo Museum of Art,,library of congress name authority file
724,Julius Böhler (Firm),,library of congress name authority file
725,Stichting Nederlands Kunstbezit,,library of congress name authority file
726,Smith College. Museum of Art,,library of congress name authority file
727,"Cranbrook School (Bloomfield Hills, Mich.) ",,
728,Allen Memorial Art Museum,,library of congress name authority file
730,G. Cramer Oude Kunst,,
138,Experiments in Art and Technology (Organization),,library of congress name authority file
139,"Expo '70 (Osaka, Japan)",,library of congress name authority file
140,Experiments in Art and Technology Los Angeles (Organization),,
314,Jesuits (Peru),,
1341,Bauhaus,n81023070,naf
881,J. Paul Getty Museum. Associate Director of Collections,,local
585,Getty Research Institute. Photo Study Collection,,local
553,Getty Research Institute. Department of Architecture and Contemporary Art,,local
4,J. Paul Getty Museum,,library of congress name authority file
861,J. Paul Getty Museum. Personnel and Admin Services,,local
